id,label
VoGifs4DaLwcmU7.png,2.0
hB56xRE5aYjhKto.png,2.0
JMjeDjLXYqeszsB.png,0.0
VzRnxwbWsZ4g8YH.png,4.0
DqmTr4rEyNBrD8B.png,2.0
ir4n790lQWRvUoz.png,1.0
x6uhp7UV7Gv3Xez.png,0.0
x90esGsOIiPhYAC.png,2.0
Q0yDCMjTAcNBE72.png,1.0
TjhXvf69UWmGk97.png,2.0
2NX5bg9vDd0eS64.png,2.0
g08YQnSEis7xABc.png,6.0
9BJ3y2cJroKv98J.png,1.0
KnxGK4vwHuKuBGD.png,0.0
LGNoEAWqnjDTQMu.png,0.0
mrElzE8fRSpxHy3.png,2.0
p6d7VjDHASKQw6Y.png,2.0
NnA7m0kHiQpcU9n.png,0.0
Gs2CMkcckqh9DwV.png,0.0
dw9o3uOrSErLNjw.png,0.0
2bieavV5vlEhKCh.png,0.0
TOTswYfYVZvKWko.png,2.0
bysi4qc8VEOiRWW.png,0.0
oyxtCMMSg6TIwfK.png,1.0
Zn8wlbIoWLEOuaV.png,1.0
EY63eCXM9RuJXjP.png,0.0
nvgnXHQPF0GOTvK.png,3.0
C5WkzgEeFXARsPT.png,2.0
j7HxwbjXIwtAWpd.png,0.0
X0YhwYrEZv7gvYi.png,2.0
L3jBjCddnR6ww9w.png,5.0
VUYo81lzlTEGVsT.png,2.0
jxiET7rCB1LjzX1.png,6.0
LdcGeMUpAGpziLK.png,0.0
qbG99yWchnMyUXG.png,4.0
vHFdUPflqWpRCn7.png,2.0
8yxdFTGdD1zWYU4.png,2.0
0P9uh6oQMhLHfrL.png,0.0
3G5WEQ7Mzx145O0.png,0.0
rFBpCymkOrdKRsi.png,1.0
SBXZMnDTzXY0yNL.png,5.0
rexAi77No7IDr9P.png,2.0
Y003IyJs322HnV7.png,5.0
0r0JI9fYAR6uHg3.png,2.0
Pnv3tRjYQuUzhba.png,1.0
NFiSEZrQs01db30.png,6.0
YbRQ9WYzwjtqVKj.png,0.0
YfU8hGv528Lvt5W.png,2.0
LQJgaZNxzvClV6Y.png,2.0
OCC56KhF4KQcnXU.png,2.0
RQ1gZn0paRl0rpR.png,0.0
MTEyOswGYAJ4Q3X.png,0.0
v6tQ80BxXfRzCCS.png,2.0
5SWOHkIcX37HKfn.png,2.0
Q9TMx0iwCQ09owJ.png,1.0
0GkdZYgOFhnYtJV.png,1.0
cRTcllAF9FL1YWR.png,0.0
Dv79pykwLf2BHeh.png,6.0
GLH836Abs3L17je.png,2.0
8cDU3Ln5NNDVYC0.png,1.0
bGORi2fc4jcx45i.png,1.0
5qVPxhFRaX0rMvt.png,2.0
7KbYLkRKdByQbik.png,0.0
llNeQmOTcduQ5pv.png,5.0
kQiYSCodvSz8bsx.png,1.0
0p8fjDm2i9mgIBd.png,0.0
aNPTuDYjVuDH1vj.png,0.0
Byd5HMzTGl5gztr.png,0.0
g4f1VIdPS12ScoF.png,0.0
F0qcjT4M1V4OJ84.png,1.0
HCqlAdmu1WS8n2v.png,0.0
5AjxBWEmx05YJif.png,0.0
qgAZKvJjBLFDVFS.png,6.0
n4hw5sYhNHqZydc.png,1.0
kUaw7yxrSOniHbf.png,2.0
tftdG9V6SgDZe82.png,1.0
BNWTzVsE0ZzxWqw.png,0.0
08wji2tn5Yw5Oum.png,0.0
dbPaEpCNNRPTEDi.png,5.0
FOSnNtHnTv1R7Aa.png,2.0
ZlRimrJt9A45Mr7.png,5.0
kEMM4772cfdcmXV.png,0.0
vyNy0apU5soBHhW.png,2.0
Qt7aYejpdNhFK4I.png,5.0
oiInZzYQIVrviYj.png,0.0
wGM4odfLGRXRoKz.png,0.0
C8Vcx7KZY18D5pa.png,2.0
oIdrQb6GdfCCgQ2.png,0.0
TEBhLdrDdThvdlB.png,0.0
alvCbJycv1fio0z.png,3.0
rg6eLCFYFhurg6J.png,0.0
wgv4z6bQ4kWmlaw.png,5.0
Xnoly0Lo2IXER88.png,2.0
gZQ4SGPQlOU0sub.png,2.0
jf3TwZilWJZszdu.png,0.0
MrzXPdakXCy3VAS.png,5.0
qyCT1T5wMfVS7sZ.png,1.0
CKCO5kblsRBX9As.png,2.0
KJyTugqN1sMs3jo.png,0.0
NNWXVhknlBVn5dl.png,0.0
lllOGiqibyMEg21.png,2.0
aKD09mc9GqAu7A8.png,0.0
J4jER8ow51trFqX.png,2.0
dLvE4VfV8Qrl7Cc.png,0.0
MgtUkpfwMmRQkCU.png,2.0
4WW6Cv9JEJcyd9u.png,0.0
haCFNfLdlC86nHI.png,0.0
Zu9R77kj6chN77t.png,0.0
